"time","Litter","CWD","Organic","DOM","MIC","P","L","A","M","B","Detritivore","Predator","Scenario","Run","Run2","PARS","YSTABLE"
"33","83.6960486171949","324.937572151812","639.89905322963","3.69362870747921","0.128224830423532","89.2076525011763","5.18835726812551","259.417884340984","772.518792968159","7.41424619198349","0.148320039893768","0.104360579666639","Full","34424017","45189385",NA,NA
"34","82.7967859571734","325.28039929606","640.963109193978","3.64133555147211","0.127814256022819","89.4840527068389","5.13238566244477","259.48594186717","772.519011992297","7.3722557707189","0.14834105774953","0.10436028941626","Full","34424017","45189385",NA,NA
"35","81.9069950324712","325.622309116866","642.015342473743","3.59341720573795","0.127406696246739","89.7577664111154","5.07779955026946","259.556460536555","772.517371938189","7.33143554596977","0.148362153133666","0.104360007070033","Full","34424017","45189385",NA,NA
"36","81.0265126639637","325.963242015922","643.055740037517","3.54967345718765","0.127002305927172","90.0287336677003","5.02462866429524","259.629438791856","772.513905983071","7.29182753457916","0.148383324594361","0.104359732651978","Full","34424017","45189385",NA,NA
"37","80.1554560028146","326.303138568447","644.084289769796","3.50992047116212","0.126601231581975","90.2968918495756","4.97289903575202","259.704873759148","772.508651374491","7.25346791157172","0.14840457071225","0.104359466185628","Full","34424017","45189385",NA,NA
"38","79.2935531503925","326.641939465141","645.100978583593","3.47398775709449","0.126203612780795","90.5621761269803","4.92263405927786","259.782761098346","772.501648866185","7.21638808663275","0.148425890005912","0.104359207693941","Full","34424017","45189385",NA,NA
"39","78.440751327978","326.979585482401","646.10579129708","3.44171848763005","0.125809581833968","90.8245194137567","4.87385466732503","259.863094570484","772.492942976368","7.1806146310867","0.148447280879064","0.104358957199276","Full","34424017","45189385",NA,NA
"40","77.5969739178433","327.316017428526","647.098712199646","3.41296668873047","0.125419265182862","91.0838528424095","4.82658007268189","259.945866040373","772.482581365936","7.14617032989766","0.148468741705062","0.104358714723486","Full","34424017","45189385",NA,NA
"41","76.7621432917684","327.65117609913","648.079724533204","3.38759791975575","0.125032782923699","91.3401056800113","4.78082765611368","260.031064943463","772.470615179789","7.11307406318133","0.148490270801234","0.104358480287726","Full","34424017","45189385",NA,NA
"42","75.9361796064316","327.985002223621","649.048810383522","3.36548802958742","0.124650249393007","91.5932055634752","4.73661314303927","260.118678100182","772.457098817789","7.08134136065864","0.148511866429264","0.104358253912493","Full","34424017","45189385",NA,NA
"43","75.1189993240566","328.317436414083","650.00595066065","3.34652113340579","0.12427177420819","91.8430788601981","4.69395091415783","260.208689754751","772.442089440984","7.05098518799034","0.148533526798067","0.104358035617661","Full","34424017","45189385",NA,NA
"44","74.3105184195308","328.648419114221","650.951124922491","3.33058960664328","0.123897462228995","92.0896507193245","4.65285371121315","260.301081284155","772.425647027783","7.02201610342454","0.148555250058754","0.104357825422424","Full","34424017","45189385",NA,NA
